Match ID,Player ID,Runs Scored,Balls Faced
1026849,L Siaka,22,12
1026849,N Vanua,8,15
1026849,Nizakat Khan,33,40
1026849,Babar Hayat,0,3
1026849,Aizaz Khan,3,11
1026849,Nadeem Ahmed,1,2
1026849,A Vala,70,88
1026849,Ehsan Khan,27,69
1026849,MD Dai,14,39
1026849,JJ Atkinson,23,33
1026849,K Christie,0,3
1026849,D Bau,3,10
1026849,Shahid Wasif,45,72
1026849,H Hiri,10,17
1026849,Anshuman Rath,21,37
1026849,Tanwir Afzal,9,22
1026851,A Vala,1,5
1026851,VV Morea,35,70
1026851,C Carter,9,13
1026851,S Bau,44,57
1026851,MD Dai,76,62
1026851,Nizakat Khan,9,12
1026851,TP Ura,20,38
1026851,CA Soper,16,31
1026851,L Siaka,11,11
1026851,D Bau,13,25
1026851,KD Shah,18,32
1026851,Babar Hayat,82,89
1026851,H Hiri,5,10
1026851,Anshuman Rath,52,61
1029819,Taskin Ahmed,1,4
1029819,Sabbir Rahman,18,11
1029819,JM Bairstow,0,3
1029819,Mosharraf Hossain,7,20
1029819,Tamim Iqbal,17,31
1029819,JC Buttler,63,38
1029819,Imrul Kayes,112,125
1029819,Shakib Al Hasan,79,56
1029819,Mahmudullah,25,26
1029819,JM Vince,16,20
1029819,MM Ali,6,5
1029819,Mushfiqur Rahim,12,13
1029819,JJ Roy,41,41
1029819,Shafiul Islam,0,6
1029819,Mashrafe Mortaza,1,5
1029819,Mosaddek Hossain,0,1
1029819,BA Stokes,101,101
1029819,CR Woakes,16,15
1029819,DJ Willey,0,1
1029819,BM Duckett,60,78
1029821,Sabbir Rahman,3,21
1029821,Nasir Hossain,27,27
1029821,Mosaddek Hossain,29,50
1029821,AU Rashid,33,45
1029821,Imrul Kayes,11,18
1029821,Mushfiqur Rahim,21,23
1029821,Tamim Iqbal,14,31
1029821,MM Ali,4,10
1029821,Mahmudullah,75,89
1029821,JM Vince,5,10
1029821,Shakib Al Hasan,3,16
1029821,JM Bairstow,35,53
1029821,JJ Roy,13,21
1029821,Shafiul Islam,0,1
1029821,JC Buttler,57,59
1029821,Mashrafe Mortaza,44,31
1029821,BA Stokes,0,5
1029821,CR Woakes,7,9
1029821,DJ Willey,9,33
1029821,JT Ball,28,22
1029821,BM Duckett,0,7
1029823,Sabbir Rahman,49,48
1029823,Nasir Hossain,4,10
1029823,BM Duckett,63,70
1029823,MM Ali,1,3
1029823,Imrul Kayes,46,60
1029823,Mushfiqur Rahim,67,66
1029823,Tamim Iqbal,45,69
1029823,SW Billings,62,69
1029823,Mahmudullah,6,7
1029823,JM Vince,32,37
1029823,Shakib Al Hasan,4,11
1029823,JM Bairstow,15,18
1029823,JC Buttler,25,26
1029823,BA Stokes,47,51
1029823,CR Woakes,27,19
1029823,Mosaddek Hossain,38,40
1030219,RG Sharma,14,27
1030219,MJ Santner,0,1
1030219,DAJ Bracewell,15,48
1030219,MS Dhoni,21,25
1030219,MK Pandey,17,25
1030219,IS Sodhi,1,10
1030219,CJ Anderson,4,16
1030219,MJ Guptill,12,12
1030219,KS Williamson,3,9
1030219,AM Rahane,33,38
1030219,L Ronchi,0,3
1030219,TG Southee,55,46
1030219,TWM Latham,79,100
1030219,KM Jadhav,10,12
1030219,JDS Neesham,10,25
1030219,LRPL Taylor,0,1
1030219,V Kohli,85,81
1030221,MJ Santner,9,16
1030221,MJ Guptill,0,2
1030221,RG Sharma,15,27
1030221,CJ Anderson,21,32
1030221,TA Boult,5,4
1030221,HH Pandya,36,32
1030221,KM Jadhav,41,37
1030221,V Kohli,9,13
1030221,AP Devcich,7,6
1030221,TWM Latham,46,47
1030221,MK Pandey,19,25
1030221,MS Dhoni,39,66
1030221,A Mishra,1,4
1030221,KS Williamson,118,130
1030221,UT Yadav,18,25
1030221,AM Rahane,28,50
1030221,AR Patel,17,25
1030221,MJ Henry,6,12
1030221,TG Southee,0,2
1030221,L Ronchi,6,10
1030221,JJ Bumrah,0,1
1030221,LRPL Taylor,21,42
1030223,RG Sharma,13,21
1030223,MJ Santner,7,13
1030223,TWM Latham,61,75
1030223,MK Pandey,28,36
1030223,MS Dhoni,80,95
1030223,CJ Anderson,6,5
1030223,MJ Guptill,27,22
1030223,KS Williamson,22,27
1030223,AM Rahane,5,10
1030223,TA Boult,1,3
1030223,MJ Henry,39,39
1030223,TG Southee,13,12
1030223,L Ronchi,1,4
1030223,JDS Neesham,57,47
1030223,LRPL Taylor,44,58
1030223,V Kohli,154,135
1030225,AP Devcich,11,11
1030225,MJ Santner,17,15
1030225,A Mishra,14,17
1030225,TWM Latham,39,42
1030225,MK Pandey,12,12
1030225,MS Dhoni,11,32
1030225,MJ Guptill,72,90
1030225,RG Sharma,11,19
1030225,KS Williamson,41,61
1030225,UT Yadav,7,12
1030225,DS Kulkarni,25,29
1030225,BJ Watling,14,21
1030225,AM Rahane,57,74
1030225,AR Patel,38,40
1030225,HH Pandya,9,13
1030225,TG Southee,9,5
1030225,KM Jadhav,0,1
1030225,JDS Neesham,6,9
1030225,LRPL Taylor,35,59
1030225,V Kohli,45,51
1030227,RG Sharma,70,65
1030227,MJ Santner,4,10
1030227,TWM Latham,19,17
1030227,MK Pandey,0,5
1030227,MS Dhoni,41,59
1030227,IS Sodhi,0,5
1030227,CJ Anderson,0,8
1030227,MJ Guptill,0,4
1030227,KS Williamson,27,41
1030227,TG Southee,0,4
1030227,BJ Watling,0,2
1030227,AM Rahane,20,42
1030227,AR Patel,24,18
1030227,J Yadav,1,1
1030227,TA Boult,1,5
1030227,KM Jadhav,39,37
1030227,JDS Neesham,3,13
1030227,LRPL Taylor,19,32
1030227,V Kohli,65,76
1034819,JC Buttler,31,36
1034819,RA Jadeja,13,16
1034819,MS Dhoni,6,6
1034819,JE Root,78,97
1034819,S Dhawan,1,11
1034819,Yuvraj Singh,15,13
1034819,KL Rahul,8,20
1034819,BA Stokes,62,40
1034819,EJG Morgan,28,26
1034819,MM Ali,28,17
1034819,R Ashwin,15,10
1034819,JJ Roy,73,64
1034819,HH Pandya,40,39
1034819,AD Hales,9,19
1034819,KM Jadhav,120,79
1034819,CR Woakes,9,6
1034819,DJ Willey,10,5
1034819,V Kohli,122,106
1034821,KL Rahul,5,5
1034821,MS Dhoni,134,128
1034821,JE Root,54,55
1034821,S Dhawan,11,15
1034821,Yuvraj Singh,150,129
1034821,AD Hales,14,12
1034821,LE Plunkett,26,17
1034821,BA Stokes,1,3
1034821,EJG Morgan,102,81
1034821,MM Ali,55,44
1034821,HH Pandya,19,10
1034821,RA Jadeja,16,8
1034821,JC Buttler,10,10
1034821,KM Jadhav,22,10
1034821,V Kohli,8,5
1034821,CR Woakes,5,4
1034821,DJ Willey,5,4
1034821,JJ Roy,82,75
1034823,RA Jadeja,10,6
1034823,JC Buttler,11,15
1034823,JM Bairstow,56,64
1034823,MS Dhoni,25,37
1034823,EJG Morgan,43,46
1034823,Yuvraj Singh,45,59
1034823,KL Rahul,11,13
1034823,LE Plunkett,1,1
1034823,MM Ali,2,5
1034823,BA Stokes,57,40
1034823,B Kumar,0,1
1034823,SW Billings,35,58
1034823,AM Rahane,1,8
1034823,JJ Roy,65,59
1034823,HH Pandya,56,45
1034823,R Ashwin,1,3
1034823,KM Jadhav,90,76
1034823,CR Woakes,34,20
1034823,V Kohli,55,66
1050223,Imad Wasim,24,24
1050223,Wahab Riaz,0,1
1050223,JO Holder,1,5
1050223,D Ramdin,8,16
1050223,SP Narine,23,16
1050223,KC Brathwaite,14,38
1050223,DM Bravo,12,28
1050223,KA Pollard,9,7
1050223,Babar Azam,120,131
1050223,Mohammad Nawaz (3),19,20
1050223,CR Brathwaite,15,16
1050223,Hasan Ali,2,3
1050223,SJ Benn,16,19
1050223,ST Gabriel,2,8
1050223,J Charles,20,21
1050223,Mohammad Amir,3,4
1050223,MN Samuels,46,61
1050223,Sarfraz Ahmed,35,47
1050223,Sharjeel Khan,54,44
1050223,Mohammad Rizwan,11,12
1050223,Azhar Ali,0,1
1050223,Shoaib Malik,6,12
1050225,Imad Wasim,11,9
1050225,JO Holder,31,26
1050225,D Ramdin,34,29
1050225,J Charles,2,8
1050225,CR Brathwaite,14,13
1050225,SP Narine,1,6
1050225,KC Brathwaite,39,67
1050225,DM Bravo,61,77
1050225,Sarfraz Ahmed,60,50
1050225,KA Pollard,22,29
1050225,Sharjeel Khan,24,12
1050225,Mohammad Rizwan,6,4
1050225,Azhar Ali,9,20
1050225,Shoaib Malik,90,87
1050225,MN Samuels,57,53
1050225,Babar Azam,123,126
1050227,Imad Wasim,4,6
1050227,JO Holder,26,25
1050227,D Ramdin,37,71
1050227,SP Narine,0,6
1050227,SJ Benn,0,4
1050227,ST Gabriel,1,3
1050227,KC Brathwaite,32,47
1050227,DM Bravo,17,41
1050227,KA Pollard,11,20
1050227,E Lewis,22,30
1050227,Sharjeel Khan,38,41
1050227,Mohammad Rizwan,4,3
1050227,MN Samuels,13,17
1050227,Azhar Ali,101,110
1050227,Shoaib Malik,5,6
1050227,AS Joseph,2,6
1050227,Mohammad Nawaz (3),4,5
1050227,Sarfraz Ahmed,24,27
1050227,Babar Azam,117,106
1051297,Mirwais Ashraf,3,3
1051297,Najibullah Zadran,7,6
1051297,Naveen-ul-Haq,0,1
1051297,Imrul Kayes,37,54
1051297,Shabir Noori,9,27
1051297,Taijul Islam,11,11
1051297,Mashrafe Mortaza,4,9
1051297,Rashid Khan,7,5
1051297,Rahmat Shah,71,94
1051297,Sabbir Rahman,2,5
1051297,Asghar Stanikzai,10,10
1051297,Soumya Sarkar,0,3
1051297,Dawlat Zadran,2,3
1051297,Hashmatullah Shahidi,72,115
1051297,Mushfiqur Rahim,6,7
1051297,Tamim Iqbal,80,102
1051297,Mohammad Shahzad,31,23
1051297,Mahmudullah,62,75
1051297,Shakib Al Hasan,48,40
1051297,Mohammad Nabi,30,25
1051297,Rubel Hossain,1,1
1051297,Taskin Ahmed,2,2
1051299,Dawlat Zadran,4,1
1051299,Rahmat Shah,0,2
1051299,Sabbir Rahman,4,18
1051299,Mosaddek Hossain,45,47
1051299,Mirwais Ashraf,9,13
1051299,Nawroz Mangal,10,16
1051299,Soumya Sarkar,20,31
1051299,Najibullah Zadran,22,33
1051299,Hashmatullah Shahidi,14,29
1051299,Mushfiqur Rahim,38,52
1051299,Tamim Iqbal,20,37
1051299,Mohammad Shahzad,35,36
1051299,Mahmudullah,25,39
1051299,Rashid Khan,5,15
1051299,Shakib Al Hasan,17,22
1051299,Taijul Islam,10,32
1051299,Asghar Stanikzai,57,97
1051299,Mashrafe Mortaza,2,10
1051299,Mohammad Nabi,49,61
1051299,Rubel Hossain,10,16
1051299,Taskin Ahmed,0,1
1051301,Asghar Stanikzai,1,4
1051301,Rahmat Shah,36,74
1051301,Sabbir Rahman,65,79
1051301,Mosaddek Hossain,4,5
1051301,Mirwais Ashraf,4,4
1051301,Nawroz Mangal,33,40
1051301,Soumya Sarkar,11,11
1051301,Najibullah Zadran,26,19
1051301,Hashmatullah Shahidi,0,3
1051301,Mushfiqur Rahim,12,13
1051301,Tamim Iqbal,118,120
1051301,Mohammad Shahzad,0,7
1051301,Mahmudullah,32,23
1051301,Rashid Khan,17,22
1051301,Shakib Al Hasan,17,37
1051301,Samiullah Shenwari,13,18
1051301,Shafiul Islam,2,1
1051301,Mosharraf Hossain,4,15
1051301,Mashrafe Mortaza,2,5
1051301,Mohammad Nabi,3,10
1051301,Dawlat Zadran,0,6
1059710,T Panyangara,12,10
1059710,E Chigumbura,1,4
1059710,BKG Mendis,12,8
1059710,AG Cremer,31,57
1059710,N Dickwella,41,38
1059710,CT Mumba,1,5
1059710,BB Chari,7,11
1059710,MDKJ Perera,21,27
1059710,SC Williams,9,23
1059710,CJ Chibhabha,18,46
1059710,CR Ervine,0,2
1059710,PJ Moor,47,53
1059710,DM de Silva,78,75
1059710,Sikandar Raza,1,3
1059710,DT Tiripano,19,41
1059711,JO Holder,2,3
1059711,WU Tharanga,12,48
1059711,J Charles,2,8
1059711,KC Brathwaite,14,34
1059711,N Dickwella,28,46
1059711,KMDN Kulasekara,16,13
1059711,MDKJ Perera,4,11
1059711,E Lewis,27,51
1059711,SD Hope,47,81
1059711,AR Nurse,5,6
1059711,DM de Silva,3,10
1059711,ST Gabriel,0,2
1059711,CR Brathwaite,14,13
1059711,DAS Gunaratne,18,25
1059711,SJ Benn,7,10
1059711,JL Carter,54,63
1059711,DSNFG Jayasuriya,31,59
1059711,SS Pathirana,45,40
1059711,BKG Mendis,4,6
1059711,N Pradeep,0,4
1059711,RAS Lakmal,0,1
1059711,R Powell,44,30
1059712,JO Holder,4,8
1059712,J Charles,19,21
1059712,JL Carter,1,1
1059712,AG Cremer,8,12
1059712,KC Brathwaite,78,117
1059712,SD Hope,101,120
1059712,BB Chari,15,43
1059712,R Powell,17,12
1059712,E Lewis,18,20
1059712,SC Williams,2,2
1059712,CJ Chibhabha,25,34
1059712,CR Ervine,92,103
1059712,PJ Moor,6,9
1059712,E Chigumbura,8,11
1059712,CB Mpofu,2,3
1059712,CR Brathwaite,9,5
1059712,Sikandar Raza,77,82
1059712,DT Tiripano,14,9
1059713,BB Chari,11,28
1059713,CJ Chibhabha,8,15
1059713,Sikandar Raza,4,12
1059713,CR Ervine,23,30
1059714,DAS Gunaratne,6,7
1059714,JO Holder,45,49
1059714,WU Tharanga,26,20
1059714,J Charles,26,25
1059714,JL Carter,6,5
1059714,BKG Mendis,94,74
1059714,KC Brathwaite,16,34
1059714,MDKJ Perera,7,7
1059714,SD Hope,25,32
1059714,SJ Benn,11,6
1059714,DSNFG Jayasuriya,9,12
1059714,E Lewis,148,126
1059714,R Powell,10,13
1059714,SS Pathirana,24,17
1059714,DM de Silva,58,61
1059714,CR Brathwaite,19,18
1059714,N Dickwella,94,107
1059714,AR Nurse,2,3
1059715,JO Holder,22,17
1059715,J Charles,0,1
1059715,JL Carter,43,57
1059715,KC Brathwaite,24,45
1059715,AG Cremer,1,4
1059715,TS Chisoro,42,38
1059715,H Masakadza,20,33
1059715,BB Chari,19,47
1059715,R Powell,6,15
1059715,E Lewis,9,9
1059715,SC Williams,0,2
1059715,CJ Chibhabha,9,11
1059715,CR Ervine,7,22
1059715,PJ Moor,13,12
1059715,SD Hope,14,22
1059715,Sikandar Raza,76,104
1059715,DT Tiripano,15,33
1059716,DAS Gunaratne,16,25
1059716,WU Tharanga,57,100
1059716,BV Vitori,0,2
1059716,MN Waller,14,13
1059716,AG Cremer,9,22
1059716,N Dickwella,16,16
1059716,BKG Mendis,57,73
1059716,TK Musakanda,36,39
1059716,MDKJ Perera,14,13
1059716,TS Chisoro,5,7
1059716,SC Williams,35,55
1059716,H Masakadza,10,18
1059716,CR Ervine,25,34
1059716,PJ Moor,1,8
1059716,DM de Silva,0,2
1059716,Sikandar Raza,5,11
1059716,DT Tiripano,10,17
1078659,CS MacLeod,4,14
1078659,JH Davey,5,11
1078659,C Carter,43,56
1078659,HG Munsey,24,38
1078659,BTJ Wheal,0,1
1078659,CD de Lange,20,36
1078659,C McAuslan,8,30
1078659,CD Wallace,53,73
1078659,MH Cross,44,62
1078659,Nizakat Khan,25,21
1078659,Babar Hayat,79,111
1078659,Waqas Khan,35,57
1078659,MRJ Watt,15,21
1078659,CB Sole,2,5
1078659,KJ Coetzer,27,35
1078659,SM Sharif,0,1
1078660,CS MacLeod,8,10
1078660,JH Davey,6,15
1078660,Ghulam Shabber,14,19
1078660,Mohammad Naveed,30,23
1078660,Muhammad Usman,45,59
1078660,Adnan Mufti,43,73
1078660,Mohammed Qasim,6,16
1078660,BTJ Wheal,0,3
1078660,MA Leask,11,14
1078660,Ahmed Raza,16,24
1078660,CD Wallace,9,9
1078660,MH Cross,24,31
1078660,MRJ Watt,15,38
1078660,CB Sole,1,4
1078660,Shaiman Anwar,4,15
1078660,KJ Coetzer,30,36
1078660,Rohan Mustafa,10,28
1078660,SM Sharif,10,30
1078660,RD Berrington,50,89
1078661,Ghulam Shabber,5,12
