113,57,94,33
16,122,114,96
22,67,50,145
598,135,22,7
344,15,143,57
960,32,132,152
681,93,124,175
493,133,52,68
444,41,99,102
87,31,70,149
344,36,125,102
891,113,1,7
326,37,80,166
500,189,126,141
166,26,150,156
438,42,124,74
666,51,41,94
124,103,117,65
398,92,64,131
166,177,61,147
67,195,8,54
993,69,136,54
933,147,67,40
22,136,113,177
511,188,38,69
301,41,135,78
192,65,69,125
952,34,121,119
425,15,96,133
719,70,112,47
821,130,139,41
524,77,50,96
580,41,10,15
576,2,70,114
486,174,81,47
296,199,93,29
359,30,77,157
4,136,138,150
942,170,62,82
160,173,3,30
839,130,112,26
218,45,70,144
679,161,102,19
327,73,86,72
698,183,15,104
191,196,15,84
933,149,73,96
972,32,104,173
107,144,127,116
571,57,66,75
233,164,4,102
732,100,66,47
848,8,116,132
824,40,90,146
688,72,150,203
199,120,137,59
738,66,52,90
34,183,41,86
904,48,128,65
121,2,55,95
829,13,84,116
731,181,73,138
398,95,67,67
818,107,71,169
864,160,118,158
751,92,34,21
868,67,76,25
614,142,43,9
621,77,132,99
836,106,125,106
877,181,87,156
183,43,139,198
969,70,13,42
621,46,67,22
236,127,75,163
200,115,123,217
613,31,63,83
336,194,12,81
792,184,30,43
555,83,128,74
78,120,136,68
855,111,91,180
707,158,125,55
486,127,26,80
903,107,55,68
567,65,150,181
825,105,62,159
755,65,77,62
616,24,54,135
711,72,148,96
882,32,63,136
562,90,82,19
467,14,111,73
283,88,54,96
36,76,104,4
350,197,94,56
297,70,141,178
750,180,21,47
785,168,133,75
717,163,96,24
657,34,5,94
683,83,45,33
848,103,93,145
431,193,4,49
315,18,84,35
5,53,134,37
812,175,72,26
924,136,95,46
789,177,91,181
765,187,142,118
128,110,109,99
26,50,39,21
665,46,12,85
371,162,140,73
561,116,7,24
481,97,64,2
722,84,150,203
417,145,150,132
935,189,27,32
29,124,100,141
678,198,31,10
46,85,73,28
336,105,42,48
503,37,63,86
315,62,143,70
282,127,62,65
662,55,4,89
129,137,72,95
212,174,103,154
715,150,112,68
447,146,85,27
565,101,90,157
417,99,91,87
312,99,42,122
941,112,12,90
144,49,93,107
241,85,102,200
388,93,21,72
354,145,95,7
108,123,84,120
621,191,121,57
483,85,135,191
124,23,118,37
937,138,47,22
463,185,76,34
560,177,87,161
588,59,63,134
81,43,132,92
826,49,106,114
437,53,127,199
816,147,49,117
950,107,121,205
175,127,34,120
739,94,32,74
315,61,61,142
886,87,54,134
249,14,68,95
386,37,134,116
551,166,103,163
477,75,15,80
631,55,8,60
668,157,143,152
17,8,147,152
809,129,102,157
523,42,87,104
576,165,37,39
722,126,134,58
845,106,4,98
771,190,123,136
526,6,84,8
704,48,129,183
906,95,120,180
422,19,94,153
583,68,72,48
233,100,18,38
524,84,97,71
491,145,125,106
418,128,4,104
854,97,26,50
345,72,131,120
726,16,72,93
677,78,137,113
212,183,129,104
265,169,76,47
568,149,105,177
138,87,25,57
898,134,92,123
381,172,101,20
349,135,135,74
352,67,125,107
476,195,141,162
868,191,71,128
249,35,100,26
333,91,36,68
32,99,48,133
420,51,60,37
655,197,79,20
888,90,134,75
486,60,90,97
490,51,146,209
238,65,69,83
156,146,60,109
635,134,14,104
588,45,125,143
727,24,4,55
214,99,132,141
876,125,92,6
600,100,87,23
763,158,97,120
817,45,146,161
454,186,81,43
547,94,137,58
63,83,12,55
38,96,39,22
979,138,75,30
856,69,85,47
115,7,92,157
791,165,120,73
844,7,148,139
647,134,105,164
968,132,117,93
256,95,31,88
124,50,50,1
374,109,17,2
681,150,76,137
541,111,48,51
499,34,104,178
673,81,146,152
364,65,52,75
579,159,96,88
448,101,78,111
700,81,56,77
550,93,109,160
264,104,105,167
509,96,64,53
710,183,135,144
462,101,25,26
675,105,18,62
745,4,73,112
698,171,78,176
258,125,43,132
798,72,94,137
838,45,77,61
795,114,119,117
171,112,118,127
374,68,128,39
595,18,14,108
296,65,101,7
659,179,122,100
860,148,116,175
174,72,102,158
152,125,148,103
976,48,133,155
254,11,71,56
333,131,135,210
886,145,69,57
199,129,94,127
624,151,73,153
289,31,107,98
310,97,60,4
616,19,94,17
451,196,144,81
536,197,105,133
501,1,117,115
19,34,11,39
452,5,6,50
963,156,55,140
732,127,59,45
886,70,42,121
35,82,133,169
145,35,107,35
116,128,66,79
422,140,29,104
896,191,140,153
43,162,33,115
903,42,49,40
815,182,108,84
303,31,38,32
887,118,86,108
718,13,115,73
220,129,24,108
424,86,116,98
509,132,87,47
30,120,140,174
143,157,94,63
341,184,140,67
445,88,78,35
989,181,14,86
986,77,112,156
458,131,99,191
418,151,53,107
859,71,69,16
660,91,106,140
776,102,40,62
205,105,103,40
670,126,122,155
955,188,135,49
592,15,149,180
787,176,82,105
882,33,125,53
154,100,91,1
785,119,32,74
972,165,145,88
287,12,52,67
309,50,108,73
529,175,32,47
885,19,21,42
431,148,67,120
440,45,122,80
988,197,49,43
125,93,101,40
739,180,69,118
937,17,27,7
790,25,38,12
429,113,144,110
987,124,55,142
55,2,77,2
131,177,135,52
722,60,108,37
28,129,138,213
48,3,142,220
905,161,73,14
689,8,122,112
904,94,130,155
691,72,43,101
519,172,17,78
746,187,70,79
471,50,78,84
717,171,30,56
679,159,132,62
983,66,22,81
383,99,95,37
50,101,18,88
45,80,99,116
829,135,95,133
590,70,41,67
936,81,92,189
173,191,60,23
655,182,134,135
224,189,128,91
383,32,144,144
309,17,117,22
223,139,58,139
512,38,15,50
348,188,65,37
456,30,29,86
799,63,91,80
397,184,135,156
197,72,108,188
971,99,127,71
771,12,117,131
48,82,71,48
265,133,71,139
609,77,149,209
665,165,103,13
127,17,67,33
363,140,106,130
690,73,86,164
689,42,119,126
650,47,82,22
547,147,32,9
743,152,63,14
846,186,90,179
184,81,79,18
967,5,116,138
80,65,11,30
127,97,97,94
720,75,13,41
278,33,115,84
142,62,29,7
819,140,110,179
800,50,33,92
125,154,88,154
324,36,129,61
331,188,138,164
992,112,59,60
899,34,31,9
699,66,79,118
303,54,142,161
503,8,29,88
185,168,82,14
137,170,32,6
688,196,131,58
322,116,134,74
671,180,113,163
158,24,88,75
724,18,47,3
292,37,77,161
25,130,148,169
176,42,39,109
721,62,78,65
281,165,149,185
45,24,46,109
601,14,124,208
854,140,7,30
837,149,1,5
246,187,83,66
259,77,67,94
719,194,5,84
135,58,9,34
910,168,96,115
701,31,49,73
230,165,145,113
639,20,18,2
657,162,107,97
87,82,64,72
795,164,56,52
76,155,59,98
773,87,146,60
340,46,79,85
263,146,110,144
700,171,115,170
926,82,75,39
586,83,15,89
377,68,34,122
985,49,22,105
612,147,91,182
712,88,74,39
607,18,118,114
499,159,129,101
226,136,66,91
283,27,75,80
128,155,37,45
398,101,24,120
520,71,25,102
249,155,51,62
330,6,46,126
759,127,145,111
824,76,122,22
390,73,47,19
433,105,73,165
471,118,77,26
84,109,130,54
70,46,90,57
298,78,17,39
944,30,76,172
896,6,62,118
75,64,99,66
632,178,16,40
717,137,92,166
735,118,113,182
943,54,125,168
976,143,88,105
18,92,97,4
511,108,54,66
164,55,87,158
740,87,37,68
990,196,119,155
817,50,87,17
154,185,100,27
491,78,98,94
150,48,56,113
448,48,48,138
811,193,80,24
843,34,50,131
332,185,95,6
739,43,88,17
918,34,109,82
129,47,40,124
343,181,145,167
273,155,10,64
323,164,117,68
570,124,126,77
306,15,129,210
729,61,98,69
151,7,117,211
624,120,86,4
598,200,114,91
321,13,109,28
758,125,1,59
241,143,86,161
671,68,40,104
751,190,90,128
834,123,45,73
415,169,66,3
618,30,60,152
165,142,44,46
474,8,114,78
866,77,105,83
34,47,40,34
115,181,142,198
690,160,89,60
128,159,134,133
146,64,70,144
541,193,89,178
589,145,113,53
902,15,89,108
131,67,1,71
373,127,119,178
514,46,17,9
905,86,137,184
503,123,129,158
672,90,57,132
358,93,148,217
623,160,54,131
962,181,38,36
639,39,144,191
979,77,3,36
673,14,28,124
57,78,70,140
441,2,129,174
164,31,120,69
868,16,49,105
38,199,96,45
410,2,86,185
378,66,83,140
341,168,45,139
988,45,143,63
488,68,16,97
